filename,source,image_path,mask_path,wound_percentage,brightness_mean,brightness_std,contrast_rms,mask_area_pixels,mask_edge_density,is_empty,is_outlier,outlier_reason,review_status,split
co2wounds_IMG1000.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1000.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1000_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1001.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1001.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1001_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1002.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1002.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1002_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,test
co2wounds_IMG1004.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1004.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1004_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1006.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1006.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1006_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1007.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1007.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1007_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1009.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1009.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1009_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,test
co2wounds_IMG1010.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1010.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1010_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1011.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1011.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1011_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1013.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1013.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1013_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1014.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1014.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1014_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,test
co2wounds_IMG1015.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1015.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1015_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,test
co2wounds_IMG1016.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1016.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1016_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1025.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1025.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1025_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1026.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1026.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1026_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1027.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1027.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1027_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1032.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1032.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1032_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1034.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1034.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1034_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1038.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1038.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1038_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1039.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1039.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1039_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1041.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1041.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1041_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1043.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1043.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1043_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1044.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1044.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1044_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1046.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1046.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1046_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1050.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1050.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1050_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,test
co2wounds_IMG1052.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1052.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1052_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1055.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1055.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1055_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
co2wounds_IMG1058.png,co2wounds_v2,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\images\co2wounds_IMG1058.png,C:\Users\LEGIO\Desktop\AppPython\sequential-wound-image-analysis\data\raw\co2wounds_processed\masks\co2wounds_IMG1058_mask.png,0.0,0.0,0.0,0.0,0,0.0,False,False,,auto_integrated,train
